tcpID,only_chapter,verse,corrupted_book,corrupted_ch_only,corrupted_v_only,all_corrupt,corrupt_ratio,total
A10515,12,47,1,1,4,0,0.09230769230769231,65
A87567,10,119,1,1,10,1,0.09154929577464789,142
A07368,33,77,0,5,6,0,0.09090909090909091,121
A90993,3,87,2,3,3,1,0.09090909090909091,99
A04511,59,1,2,4,0,0,0.09090909090909091,66
A04366,17,13,0,1,2,0,0.09090909090909091,33
A93049,2,18,0,1,1,0,0.09090909090909091,22
A48835,0,20,0,0,2,0,0.09090909090909091,22
A93382,7,3,1,0,0,0,0.09090909090909091,11
A89053,4,6,0,1,0,0,0.09090909090909091,11
A39584,0,10,0,0,1,0,0.09090909090909091,11
A77992,0,10,0,0,1,0,0.09090909090909091,11
A77366,3,7,0,1,0,0,0.09090909090909091,11
A19862,0,10,1,0,0,0,0.09090909090909091,11
A19551,1,120,0,1,9,2,0.09022556390977443,133
A04028,0,61,0,0,6,0,0.08955223880597014,67
A10516,16,45,0,3,3,0,0.08955223880597014,67
A52775,15,36,2,0,2,1,0.08928571428571429,56
B26714,10,174,0,1,17,0,0.0891089108910891,202
A03311,12,184,3,3,10,3,0.08837209302325581,215
A60384,21,114,0,4,9,0,0.08783783783783784,148
A02460,3,205,0,0,15,5,0.08771929824561403,228
A43821,4,48,2,0,3,0,0.08771929824561403,57
A63260,7,66,0,0,7,0,0.0875,80
A42475,17,182,1,2,11,5,0.0871559633027523,218
A65299,1,20,0,2,0,0,0.08695652173913043,23
A05166,1,20,0,0,2,0,0.08695652173913043,23
A86434,9,86,1,0,7,1,0.08653846153846154,104
A59693,17,15,1,0,2,0,0.08571428571428572,35
A30243,10,22,0,2,1,0,0.08571428571428572,35
A86326,0,75,0,1,6,0,0.08536585365853659,82
A05350,4,115,0,1,8,2,0.08461538461538462,130
A04416,39,26,0,1,5,0,0.08450704225352113,71
A84337,17,82,1,1,6,1,0.08333333333333333,108
A42331,16,17,2,0,0,1,0.08333333333333333,36
A15132,29,4,0,3,0,0,0.08333333333333333,36
A05221,2,20,0,0,2,0,0.08333333333333333,24
A76800,2,9,0,0,1,0,0.08333333333333333,12
A12808,3,8,0,0,1,0,0.08333333333333333,12
A13414,7,4,0,1,0,0,0.08333333333333333,12
A50888,4,7,0,1,0,0,0.08333333333333333,12
A88104,5,6,0,0,1,0,0.08333333333333333,12
A15746,1,10,0,0,1,0,0.08333333333333333,12
A93878,1,10,0,0,1,0,0.08333333333333333,12
A29109,1,10,0,0,1,0,0.08333333333333333,12
B14673,7,82,1,0,7,0,0.08247422680412371,97
A33955,7,105,3,0,7,0,0.08196721311475409,122
A41543,3,42,0,1,3,0,0.08163265306122448,49
A53236,2,43,0,0,4,0,0.08163265306122448,49
A17028,5,63,0,0,6,0,0.08108108108108109,74
A17722,9,25,0,0,3,0,0.08108108108108109,37
A40428,0,34,0,0,3,0,0.08108108108108109,37
A15108,36,56,1,3,4,0,0.08,100
A32016,23,70,5,1,2,0,0.07920792079207921,101
A45545,5,65,0,1,4,1,0.07894736842105263,76
A40393,2,33,0,0,3,0,0.07894736842105263,38
A20648,0,35,0,0,3,0,0.07894736842105263,38
A81249,10,189,0,1,16,0,0.0787037037037037,216
A68467,4,43,0,2,2,0,0.0784313725490196,51
A30416,1,46,0,0,4,0,0.0784313725490196,51
A67475,10,37,0,3,1,0,0.0784313725490196,51
A36466,7,158,2,0,11,1,0.0782122905027933,179
A67899,30,502,5,5,32,3,0.0779896013864818,577
A16541,2,199,0,0,14,3,0.0779816513761468,218
