verse_id,verse_text,to_remove
Psalms 82.1 (Vulgate),Psalms 82.1 Canticum Psalmi Asaph.,TRUE
Psalms 127.1 (Geneva) - 0,"Part 1 of Psalms 127.1: A song of degrees, or Psalme of Salomon.",TRUE
Psalms 10.1 (Vulgate),Psalms 10.1 In finem. Psalmus David.,TRUE
Psalms 18.1 (Vulgate),Psalms 18.1 In finem. Psalmus David.,TRUE
Psalms 139.1 (ODRV),"Psalms 139.1 Vnto the end, a Psalme of Dauid.",TRUE
Psalms 20.1 (Vulgate),Psalms 20.1 In finem. Psalmus David.,TRUE
Psalms 63.1 (Vulgate),Psalms 63.1 In finem. Psalmus David.,TRUE
Psalms 19.1 (Vulgate),Psalms 19.1 In finem. Psalmus David.,TRUE
Psalms 139.1 (Vulgate),Psalms 139.1 In finem. Psalmus David.,TRUE
Psalms 83.1 (Geneva) - 0,"Part 1 of Psalms 83.1: A song, or Psalme committed to Asaph.",TRUE
Psalms 25.1 (ODRV) - 0,Part 1 of Psalms 25.1: Vnto the end the Psalme of Dauid.,TRUE
Psalms 4.1 (Vulgate),"Psalms 4.1 In finem, in carminibus. Psalmus David.",TRUE
Psalms 20.1 (ODRV),"Psalms 20.1 Vnto the end, the Psalme of Dauid.",TRUE
Psalms 67.1 (ODRV),"Psalms 67.1 Vnto the end, a Psalme of Canticle, to Dauid himself.",TRUE
Psalms 76.1 (Geneva) - 1,Part 2 of Psalms 76.1: A Psalme or song committed to Asaph.,TRUE
Psalms 18.1 (ODRV),"Psalms 18.1 Vnto the end, the psalme of Dauid.",TRUE
Psalms 40.1 (Vulgate),Psalms 40.1 In finem. Psalmus ipsi David.,TRUE
Psalms 19.1 (ODRV),"Psalms 19.1 Vnto the end, the Psalme of Dauid.",TRUE
Psalms 107.1 (Vulgate),"Psalms 107.1 Canticum Psalmi, ipsi David.",TRUE
Psalms 24.1 (ODRV),"Psalms 24.1 Vnto the end, the Psalme of Dauid.",TRUE
Psalms 39.1 (Vulgate),Psalms 39.1 In finem. Psalmus ipsi David.,TRUE
Psalms 23.1 (ODRV) - 0,"Part 1 of Psalms 23.1: The first of the Sabbath, the Psalme of Dauid.",TRUE
Psalms 82.1 (ODRV),Psalms 82.1 A Canticle of Psalme to Asaph.,TRUE
Psalms 66.1 (ODRV),"Psalms 66.1 Vnto the end, in hymes, a Psalme of Canticle to Dauid.",TRUE
Psalms 60.1 (Vulgate),Psalms 60.1 In finem. In hymnis David.,TRUE
Psalms 66.1 (Vulgate),"Psalms 66.1 In finem, in hymnis. Psalmus cantici David.",TRUE
Psalms 61.1 (ODRV),"Psalms 61.1 Vnto the end, for Idithun a Psalme of Dauid.",TRUE
Psalms 6.1 (Vulgate),"Psalms 6.1 In finem, in carminibus. Psalmus David. Pro octava.",TRUE
Psalms 99.1 (ODRV),Psalms 99.1 A Psalme in confession.,TRUE
Psalms 4.1 (ODRV),"Psalms 4.1 Vnto the end, in songues, the Psalme of Dauid",TRUE
Psalms 30.1 (Vulgate),"Psalms 30.1 In finem. Psalmus David, pro extasi.",TRUE
Psalms 94.1 (ODRV) - 0,"Part 1 of Psalms 94.1: Praise of Canticle, to Dauid him selfe.",TRUE
Psalms 78.1 (Geneva) - 0,Part 1 of Psalms 78.1: A Psalme to give instruction committed to Asaph.,TRUE
Psalms 11.1 (Vulgate),"Psalms 11.1 In finem, pro octava. Psalmus David.",TRUE
Psalms 39.1 (ODRV),"Psalms 39.1 Vnto the end, a Psalme to Dauid himselfe.",TRUE
Psalms 38.1 (Vulgate),"Psalms 38.1 In finem, ipsi Idithun. Canticum David.",TRUE
Psalms 15.1 (ODRV) - 0,Part 1 of Psalms 15.1: The inscription of the title to Dauid him self.,TRUE
Psalms 40.1 (ODRV),"Psalms 40.1 Vnto the end, a Psalme to Dauid him selfe.",TRUE
Psalms 74.1 (Geneva) - 0,"Part 1 of Psalms 74.1: A Psalme to give instruction, committed to Asaph.",TRUE
Psalms 11.1 (ODRV),"Psalms 11.1 Vnto the end for the octaue, the Psalme of Dauid.",TRUE
Psalms 76.1 (ODRV),"Psalms 76.1 Vnto the end, for Idithun, a psalme to Asaph.",TRUE
Psalms 61.1 (Vulgate),"Psalms 61.1 In finem, pro Idithun. Psalmus David.",TRUE
Psalms 54.1 (Vulgate),"Psalms 54.1 In finem, in carminibus. Intellectus David.",TRUE
Psalms 92.1 (Geneva) - 0,Part 1 of Psalms 92.1: A Psalme or song for the Sabbath day.,TRUE
Psalms 76.1 (Vulgate),"Psalms 76.1 In finem, pro Idithun. Psalmus Asaph.",TRUE
Psalms 99.1 (Vulgate),Psalms 99.1 Psalmus in confessione.,TRUE
Psalms 38.1 (ODRV),"Psalms 38.1 Vnto the end, to Idithun him selfe, a canticle of Dauid.",TRUE
Psalms 71.1 (Vulgate),"Psalms 71.1 Psalmus, in Salomonem.",TRUE
Psalms 6.1 (ODRV),"Psalms 6.1 Vnto the end in songs, the Psalme of Dauid for the octaue.",TRUE
Psalms 30.1 (Geneva) - 0,Part 1 of Psalms 30.1: A Psalme or song of the dedication of the house of David.,TRUE
Psalms 53.1 (Vulgate),"Psalms 53.1 In finem, in carminibus. Intellectus David,",TRUE
